,GSM1369756,GSM1369757,GSM1369758,GSM1369759,GSM1369760,GSM1369761,GSM1369762,GSM1369763,GSM1369764,GSM1369765,GSM1369766,GSM1369767,GSM1369768,GSM1369769,GSM1369770,GSM1369771,GSM1369772,GSM1369773,GSM1369774,GSM1369775,GSM1369776,GSM1369777,GSM1369778,GSM1369779,GSM1369780,GSM1369781,GSM1369782,GSM1369783,GSM1369784,GSM1369785,GSM1369786,GSM1369787,GSM1369788,GSM1369789,GSM1369790,GSM1369791,GSM1369792,GSM1369793,GSM1369794,GSM1369795,GSM1369796,GSM1369797,GSM1369798,GSM1369799,GSM1369800,GSM1369801,GSM1369802,GSM1369803,GSM1369804,GSM1369805,GSM1369806,GSM1369807,GSM1369808,GSM1369809,GSM1369810,GSM1369811,GSM1369812,GSM1369813,GSM1369814,GSM1369815,GSM1369816,GSM1369817,GSM1369818,GSM1369819,GSM1369820,GSM1369821,GSM1369822,GSM1369823,GSM1369824,GSM1369825,GSM1369826,GSM1369827,GSM1369828,GSM1369829,GSM1369830,GSM1369831,GSM1369832,GSM1369833,GSM1369834,GSM1369835
RHOT1,3.360200902,3.309206928,3.357825405,3.329756383,3.325996737,3.353411394,3.343550644,3.338242755,3.330885164,3.364792871,3.327452066,3.324373335,3.332708439,3.327185324,3.340026476,3.313836796,3.270521559,3.362578182,3.334687991,3.312611407,3.343431224,3.353282919,3.360200902,3.384309751,3.367891141,3.345602118,3.39203798,3.364514888,3.318208019,3.313836796,3.360493335,3.336175981,3.329504242,3.329504242,3.298073492,3.307717504,3.356514898,3.339878615,3.347866195,3.294962306,3.290530182,3.353673241,3.336678398,3.304360275,3.337981308,3.346190359,3.376666538,3.326733108,3.372107687,3.304608903,3.328108806,3.326474324,3.302729322,3.307868375,3.337856349,3.34015707,3.332985615,3.289941407,3.387458136,3.292282558,3.338395575,3.310846591,3.362009987,3.335381023,3.309927755,3.314597017,3.350970434,3.318208019,3.336934912,3.350378831,3.298197904,3.249484987,3.350970434,3.356798742,3.347866195,3.311426568,3.33122828,3.327311373,3.381232262,3.373937288
RHOT2,3.289158033,3.25821444,3.235074056,3.248213757,3.231596391,3.274424111,3.283646324,3.269956403,3.244416176,3.220649588,3.207692681,3.232320321,3.280759565,3.261926144,3.222595666,3.271755056,3.307167049,3.247259525,3.213772522,3.255883407,3.26157582,3.243533125,3.254224694,3.234043209,3.24311752,3.268472827,3.241153018,3.227839337,3.309089967,3.304360275,3.302375861,3.281499903,3.282476627,3.297248898,3.295343702,3.314233841,3.25085011,3.295585799,3.265740122,3.282964559,3.227839337,3.238425988,3.230217285,3.275165686,3.246323749,3.278278028,3.233801144,3.230792045,3.238639949,3.257567643,3.300934275,3.232446565,3.259135811,3.257991982,3.237719842,3.238021056,3.228066059,3.215954437,3.244988873,3.259587755,3.258651406,3.238021056,3.230217285,3.25659714,3.23653415,3.273986273,3.265312279,3.269956403,3.269734661,3.238425988,3.279084953,3.318208019,3.250312052,3.259135811,3.268616533,3.29017192,3.252126819,3.24170707,3.252577193,3.30609191
RHPN1-AS1,3.037515789,3.042840638,3.030485695,3.025548179,2.982497162,2.996087358,3.029342614,3.047417208,3.045079144,2.98890193,3.018674291,3.101105431,3.021167133,3.015931354,3.009259076,3.034331268,3.028457608,2.98712115,2.981412728,2.994478391,3.020803306,2.99096583,3.013955638,3.014216623,2.980147179,3.06223193,3.017421648,3.010065523,3.075898803,3.035351633,3.024136615,3.077181142,2.953177539,3.029277687,3.002455955,3.00227734,3.063490939,3.04574313,3.041249421,3.042574666,2.99942356,3.072419676,3.030549066,3.002167324,3.005273863,3.04801244,3.065523786,3.049009083,3.022304847,3.042543509,3.020072358,3.009929089,3.022753863,3.010357506,3.021296867,3.044658868,3.035107532,3.01119455,3.007346163,3.027526938,3.09508342,3.03277464,3.015993713,3.027837838,3.023019546,3.060769132,3.041028409,3.041028409,2.99220045,3.022126284,3.134627197,3.055442488,3.042512351,2.976055665,3.032624854,3.027899983,3.061959523,3.02153711,3.053099457,3.010884116
RIBC2,2.62709518,2.615567904,2.652152029,2.609719729,2.620096471,2.60829976,2.620013341,2.620635438,2.63042206,2.631942637,2.648772652,2.630764787,2.645327123,2.602938585,2.603439473,2.62433274,2.624673235,2.611273844,2.60444372,2.601070767,2.629342596,2.650421261,2.634272164,2.629078751,2.62118457,2.652029993,2.62433274,2.609159266,2.6479089,2.631880425,2.64036222,2.635285513,2.663714633,2.61744929,2.633786781,2.62653651,2.624397574,2.645648243,2.661271466,2.664731134,2.651451045,2.607553236,2.608088001,2.625035677,2.595078553,2.626324208,2.680138741,2.614878605,2.603439473,2.620248794,2.666557057,2.608263458,2.642405514,2.616348605,2.631805401,2.606150536,2.630219618,2.627162753,2.608797161,2.625963312,2.614261339,2.607991826,2.618247575,2.607829999,2.659657103,2.644043784,2.606150536,2.683307301,2.62433274,2.607641468,2.627923283,2.702692147,2.620487593,2.603369011,2.626745387,2.647518841,2.599592494,2.588657924,2.601514537,2.630840873
RIC3,2.740210673,2.827919441,2.772215967,2.767370398,2.825402364,2.81940299,2.819597225,2.845252363,2.801479477,2.788704191,2.765270988,2.790241954,2.804470787,2.773499173,2.79826565,2.812255301,2.791804505,2.801109003,2.781223802,2.850574654,2.822594827,2.805139516,2.788382496,2.805059754,2.790136273,2.801557878,2.79457816,2.816741032,2.817464261,2.796005111,2.806869995,2.837837928,2.779646786,2.815817638,2.800606399,2.765997035,2.802513317,2.818674064,2.77534295,2.822693004,2.771830941,2.781903339,2.773406532,2.812487939,2.804193789,2.788430249,2.781068292,2.796728993,2.815005334,2.812399632,2.803820701,2.815123697,2.774623866,2.817612305,2.821220682,2.786561697,2.775007246,2.787428322,2.810262769,2.771267663,2.820396294,2.811645713,2.798796167,2.779264202,2.796005111,2.802749858,2.832763997,2.815358367,2.802563553,2.775584865,2.776579874,2.808728759,2.782049006,2.819294979,2.773979349,2.810882668,2.830790583,2.772535279,2.785890135,2.797575333
RIC8B,2.958653796,2.845446575,2.906198586,2.877319298,2.888902378,2.888294598,2.920729324,2.916963464,2.875694395,2.891136892,2.946852068,2.895092139,2.89909493,2.878599821,2.843338107,2.883116865,2.875850165,2.847877379,2.924774576,2.853312199,2.88262843,2.898404109,2.890701591,2.917904506,2.897534778,2.88245608,2.908135201,2.904666084,2.882316576,2.879503907,2.850749848,2.868459829,2.842788411,2.928269742,2.846920783,2.847558198,2.878781331,2.866837538,2.829049237,2.881096707,2.926405576,2.891394966,2.948758204,2.843057532,2.884292502,2.858764399,2.904295453,2.87380248,2.871083755,2.915383575,2.862569687,2.90833626,2.895285148,2.848256933,2.903912363,2.929791103,2.941016932,2.856278392,2.936724097,2.881162085,2.945935155,2.87964195,2.933373148,2.912497882,2.903014083,2.872515107,2.850708884,2.920240698,2.827335772,2.90073278,2.942699189,2.908428333,2.875096727,2.889276349,2.872881371,2.876801513,2.877556299,2.937145301,2.900678155,2.902073888
RIMBP2,2.732868146,2.74605557,2.699118925,2.714347497,2.7043011,2.686250784,2.681057716,2.67686946,2.716332801,2.756994762,2.726980773,2.731343429,2.672786482,2.7043011,2.685339771,2.717849288,2.699504236,2.674082795,2.685926681,2.653852851,2.696058524,2.68855854,2.690704002,2.672480128,2.652218649,2.697706422,2.673344368,2.719706287,2.751861022,2.710978399,2.70572033,2.740762484,2.703787782,2.691706612,2.717457326,2.673478281,2.717905763,2.731168353,2.718183101,2.705589817,2.729487124,2.6643492,2.749882869,2.714303121,2.711940038,2.711571902,2.744595057,2.736375297,2.731294676,2.722424162,2.718601485,2.719275973,2.71371657,2.70000913,2.711042828,2.729895586,2.712763258,2.692705002,2.696711731,2.70858147,2.738300762,2.728295028,2.699831488,2.73145202,2.730409138,2.686089794,2.737776914,2.733847704,2.756688279,2.708148243,2.740270597,2.73079261,2.679385385,2.688424435,2.727597516,2.706860815,2.703450463,2.709789705,2.714525835,2.718577607
RIMS1,2.810979198,2.867197802,2.81436781,2.797303426,2.816741032,2.816464445,2.817712705,2.844302178,2.829203667,2.845065547,2.805474903,2.836142214,2.833713402,2.835232681,2.815584629,2.799218512,2.827785475,2.832892009,2.819500262,2.850749848,2.792838436,2.789673388,2.827830991,2.807246344,2.806307899,2.832570394,2.832763997,2.845161211,2.815485837,2.847558198,2.820516621,2.82915112,2.811605302,2.860211132,2.847418667,2.864004521,2.804428342,2.828194606,2.81544345,2.824007625,2.804001336,2.80334423,2.805987009,2.813361866,2.772679163,2.83509508,2.823826003,2.826190671,2.823207994,2.820438827,2.854921744,2.834032809,2.809214459,2.832763997,2.799029741,2.820811805,2.787700145,2.814678725,2.796295108,2.84160771,2.816409273,2.812930672,2.835541221,2.805835552,2.839065869,2.839746437,2.877028826,2.809403767,2.845353549,2.840225668,2.908811901,2.869203864,2.805940102,2.81379466,2.823866925,2.819597225,2.865495211,2.790014448,2.818999015,2.863861203
RIMS2,2.77534295,2.785670217,2.75850803,2.801679878,2.775959968,2.77212086,2.783283267,2.783971154,2.769905186,2.742232234,2.766282846,2.79162861,2.76651823,2.759279327,2.782333631,2.793594783,2.762982912,2.799314484,2.787610811,2.777018391,2.785329992,2.777510202,2.773827592,2.774813175,2.7751542,2.79198429,2.792385908,2.777531931,2.788849828,2.777406302,2.776760755,2.800818356,2.790136273,2.791474772,2.786613677,2.814251073,2.774623866,2.778840125,2.78650589,2.755037044,2.766966063,2.78765671,2.758233426,2.779845143,2.778634694,2.775480664,2.768607277,2.75240587,2.764348537,2.788284426,2.780041128,2.735498468,2.796966154,2.783395132,2.790706642,2.775771471,2.765027132,2.771175121,2.771219356,2.77073546,2.76840143,2.763371278,2.7552989,2.769854845,2.768662631,2.771696002,2.773450571,2.775256531,2.769854845,2.767545127,2.801766019,2.789303455,2.777887183,2.762982912,2.779646786,2.76871223,2.79457816,2.787610811,2.75425147,2.803762939
RIMS3,2.805333128,2.806356768,2.754862314,2.777743539,2.794906272,2.79653091,2.776714411,2.770600878,2.789250634,2.799692285,2.773552912,2.741349488,2.787977577,2.770687933,2.778679844,2.786613677,2.767008237,2.773406532,2.760144935,2.754670999,2.778736493,2.769990874,2.778068373,2.765614912,2.79050866,2.792648674,2.778531784,2.791804505,2.774583605,2.776811055,2.803484944,2.79268635,2.78092885,2.771267663,2.800311893,2.760250682,2.795686552,2.78248522,2.792929628,2.786860431,2.764725185,2.775459383,2.792741789,2.782049006,2.768901792,2.779990983,2.787566072,2.768163789,2.771740295,2.8103088,2.773807528,2.774955102,2.771362711,2.751532588,2.798845888,2.790377488,2.788655704,2.75850803,2.762779443,2.777456129,2.795078052,2.784783655,2.767053852,2.792563033,2.800818356,2.754428657,2.795280984,2.783793,2.743771508,2.770451253,2.762521634,2.783541687,2.786226746,2.76876146,2.78482174,2.802979713,2.768662631,2.767873179,2.7982146,2.761346779
RIN1,3.03081248,3.018469165,2.962968961,2.910223553,2.947966048,2.969012432,2.932845614,2.997287485,2.950684318,2.96799076,2.927201826,2.941581787,3.028400331,2.942859776,2.960936268,2.970429994,3.059658837,2.99965661,3.010357506,2.920240698,3.01078663,2.985128646,3.000580017,2.931907125,3.003908341,2.955287268,2.912692807,2.959720737,2.921055594,3.022246345,2.985943436,3.007789578,3.044439906,3.0205573,3.036810176,2.947380009,2.986279767,2.953899362,3.050138619,3.027837838,2.910123554,2.928012893,3.020072358,2.986035121,2.945156204,3.002594979,2.959546204,2.898590528,2.944306817,2.948510955,3.016105588,2.974331326,2.978306869,2.915383575,2.953850357,2.98712115,2.90111762,3.000271386,2.961418413,2.991253168,2.969065436,2.967140584,2.967034587,2.964278846,2.957099067,3.053099457,3.017421648,2.998506354,2.97417111,2.954816487,2.985001655,3.006863247,2.975482073,3.004196671,2.970210708,2.986340356,2.964401801,2.969761595,2.918427899,2.945935155
RIN2,3.391510828,3.347026926,3.454283225,3.410115035,3.425666596,3.380198411,3.362303193,3.339746793,3.430752069,3.414872077,3.41607357,3.373000999,3.311554932,3.453532514,3.349686093,3.357825405,3.360033381,3.337318359,3.376335617,3.434528792,3.382474687,3.342088953,3.373000999,3.391862869,3.369134724,3.397016884,3.380198411,3.402701343,3.379237954,3.338119956,3.382956241,3.390522718,3.401456082,3.397912358,3.313083583,3.196529691,3.338242755,3.364665994,3.397553551,3.368672818,3.31564053,3.42718064,3.364792871,3.34591414,3.376831874,3.329353292,3.359057579,3.343984109,3.358319505,3.296043692,3.361450608,3.374728858,3.4219523,3.375360604,3.348240388,3.285814657,3.274424111,3.362160417,3.396819172,3.336678398,3.3451981,3.374863677,3.368332751,3.362420268,3.372384127,3.302858748,3.365883099,3.288917294,3.353533936,3.35180607,3.30757717,3.318060879,3.380711876,3.375216924,3.360343376,3.389879374,3.373147998,3.439899279,3.393852425,3.361887793
RIN3,3.163764042,3.26795161,3.184483705,3.207309887,3.065596141,3.210358517,3.17903233,3.147373206,3.153480689,3.175628089,3.156085782,3.18559175,3.220289549,3.189146243,3.1583485,3.187127429,3.214753357,3.234553734,3.169521403,3.151220579,3.184563483,3.159030676,3.166459078,3.14846752,3.173460676,3.157291057,3.176593048,3.164881626,3.193732821,3.163838679,3.197139995,3.230217285,3.244323044,3.21417932,3.195494834,3.137037525,3.17310669,3.166205603,3.217205735,3.241383421,3.1337016,3.056363188,3.129977547,3.187419904,3.15302095,3.201249426,3.159446116,3.176424613,3.180132171,3.165432126,3.266958256,3.156422819,3.177753759,3.198077196,3.17581108,3.146353389,3.1453623,3.162977491,3.204093218,3.228286771,3.181730395,3.185259924,3.155393474,3.180849559,3.15191852,3.222063667,3.224217369,3.195601766,3.248920687,3.165513706,3.208727252,3.24182177,3.186126729,3.225405941,3.179122658,3.172134483,3.180132171,3.147373206,3.170396869,3.209028656
RING1,3.313579209,3.322411435,3.283646324,3.289467227,3.298873167,3.332450962,3.330267083,3.332708439,3.294737432,3.339878615,3.290780249,3.292957262,3.366276483,3.278974339,3.298293489,3.304244841,3.359596921,3.34109804,3.289941407,3.284298952,3.344128517,3.301049419,3.322819876,3.279577426,3.360200902,3.290899656,3.317663872,3.305675618,3.36352169,3.338906862,3.354707323,3.33961475,3.354707323,3.335381023,3.355419911,3.346190359,3.294962306,3.343431224,3.354231495,3.354534522,3.323992176,3.327720254,3.306456144,3.320382465,3.307968667,3.355141853,3.291265699,3.298675324,3.319205876,3.294000966,3.337412091,3.288532768,3.330885164,3.309206928,3.307167049,3.304885591,3.317940266,3.294852562,3.297844511,3.30757717,3.318060879,3.334687991,3.315356079,3.327311373,3.324489589,3.366691809,3.31564053,3.329044601,3.307167049,3.309569491,3.334951621,3.389240659,3.322939904,3.328779639,3.36730741,3.357986747,3.35067527,3.334687991,3.340965168,3.32011805
RINT1,2.618165702,2.598437937,2.625888476,2.61980423,2.684227654,2.619878762,2.638072987,2.584928534,2.624863997,2.644278847,2.608263458,2.615908697,2.607641468,2.637522591,2.644337998,2.638347887,2.594980746,2.603800422,2.648248275,2.655225664,2.642405514,2.647578799,2.624001157,2.646146175,2.64062187,2.674537718,2.648444768,2.638200565,2.630764787,2.61895902,2.605488526,2.601688393,2.614665063,2.60715569,2.626250873,2.617273658,2.668980773,2.619125164,2.631805401,2.603533569,2.679973813,2.61358055,2.680703222,2.615824862,2.663580803,2.575936937,2.684759171,2.632642582,2.595822983,2.612599783,2.653701339,2.673965144,2.620173243,2.604719135,2.650669795,2.622941549,2.669167099,2.636963687,2.672959712,2.585113991,2.62985617,2.61659597,2.642126261,2.627602874,2.64585785,2.600284816,2.623257979,2.61102388,2.625744495,2.70572033,2.576767965,2.591770607,2.62653651,2.627531975,2.613734471,2.602586904,2.614187185,2.641470082,2.645532411,2.642195028
RIOK2,2.937822351,2.934620308,3.021226177,2.97227894,3.008624143,2.888101374,2.883070631,2.928113184,2.975541777,3.006755415,2.951341111,2.986528728,2.867341061,2.939540879,2.944306817,2.971315362,2.867719318,2.875371321,3.008946764,2.901900779,2.938834225,2.936397328,2.955718386,2.982740481,2.946906862,2.890902096,2.98430983,2.974275177,2.794488629,2.877404552,2.892587401,2.809453513,2.877502486,2.839233234,2.85908042,2.885701558,3.000404402,2.941180835,2.939203125,2.902127718,2.957696466,2.947598546,2.968851295,2.914975834,2.968737093,2.858444815,2.956606234,2.908861792,2.946260638,2.937313584,2.908811901,2.972677919,2.952416647,2.913598279,2.964949841,2.955233735,3.015452681,2.965344535,2.926309433,2.891258088,2.934947229,2.969218916,2.959282541,2.898645106,2.937359002,2.851993435,2.903863337,2.915484118,2.913507546,2.937729126,2.846477904,2.859588741,2.945832681,2.896642733,2.908524906,2.900342155,2.867995611,2.962166903,2.953124723,2.930865299
RIOK3,3.37283666,3.270968341,3.318060879,3.302488465,3.369299362,3.31742702,3.327024874,3.301779278,3.349974552,3.308949191,3.360947036,3.328382909,3.240217895,3.33961475,3.324115986,3.341504965,3.314070377,3.274075199,3.318726387,3.331344439,3.347464433,3.312076552,3.335898152,3.330645295,3.295585799,3.318850751,3.278024524,3.309569491,3.290780249,3.336436275,3.303986053,3.302729322,3.273986273,3.28508918,3.317663872,3.280759565,3.32758274,3.294000966,3.309307573,3.28707543,3.301973272,3.3513777,3.351109184,3.308681861,3.343431224,3.308681861,3.301144032,3.318726387,3.291876262,3.346190359,3.312469578,3.338525252,3.254224694,3.333971151,3.305397143,3.310335848,3.312199444,3.357825405,3.315356079,3.304885591,3.318959491,3.303613362,3.310846591,3.295343702,3.308341813,3.28508918,3.319984001,3.321502008,3.318850751,3.312953606,3.266278914,3.290666042,3.323056971,3.314597017,3.28384397,3.305541007,3.327024874,3.328779639,3.330885164,3.3419491
RIPK1,3.025437053,3.009316935,2.977002489,3.07254694,2.970065339,3.031571063,3.056363188,3.027389802,2.996024525,2.997795998,2.992662207,2.989193248,2.981829985,3.00869487,3.053989008,3.023711925,2.995906066,2.99538043,3.01892818,2.906045126,3.003962011,3.067214377,3.064861881,3.022126284,3.036731898,3.014026073,3.028900287,2.989907494,3.017074372,3.030549066,3.031252798,3.000652227,3.053099457,3.000969468,3.0498045,2.99942356,3.028963388,3.054631997,2.992730943,3.013561014,3.035168838,2.990730104,2.930968122,3.019275194,3.048268752,2.9445166,3.008197388,2.988032343,3.019339325,3.030688691,3.002656966,3.0205573,2.936875922,3.024406384,3.034000621,3.020379319,2.996253697,2.99220045,3.010125971,3.07506739,2.969704122,3.048616961,3.041249421,2.985797616,2.992909383,2.971341462,3.034125762,3.046231192,3.057608547,3.062163305,2.98370514,2.975417286,3.029092478,3.065669851,3.011426441,2.986951076,3.006695359,3.011018578,3.002336547,3.014575986
RIPK2,3.149164481,3.117641451,3.14857533,3.1159021,3.135806769,3.125753311,3.122971992,3.097199223,3.122655473,3.148936235,3.163247856,3.129126179,3.092074487,3.11741114,3.11154306,3.091720872,3.104205219,3.0673362,3.126965369,3.138725744,3.088495419,3.110503477,3.110938718,3.128223415,3.143844874,3.088704217,3.125032352,3.114386542,3.094548257,3.076907182,3.104007497,3.069505429,3.090697583,3.11978159,3.095717974,3.083897194,3.114122648,3.098945006,3.092678157,3.083685206,3.104139737,3.159368643,3.152180447,3.121873109,3.136155713,3.138467806,3.146495092,3.126560695,3.143767619,3.134379078,3.110585019,3.149671822,3.116478674,3.101654954,3.15530612,3.156593522,3.142501287,3.117488506,3.132309829,3.094763318,3.139385762,3.144945393,3.152601208,3.123687871,3.156422819,3.120557575,3.091441017,3.133620492,3.088341415,3.133144787,3.144018359,3.118387113,3.135574964,3.082785761,3.13357871,3.123038136,3.117006694,3.123288254,3.12550127,3.102566747
RIPK4,3.079660868,3.083897194,3.032879942,3.080575486,3.06383042,3.086751185,3.08490724,3.108711595,3.066070919,3.039826822,3.01843902,3.082716591,3.078721566,3.066787305,3.081517821,3.093312676,3.111469768,3.079314022,3.046481776,3.080018806,3.086558607,3.075828307,3.07463544,3.010616977,3.074124489,3.111602882,3.060253515,3.091656424,3.06938115,3.079025567,3.111671609,3.116323011,3.097832958,3.129202785,3.100015295,3.094475422,3.071389314,3.108260138,3.067145676,3.113147681,3.018187314,3.089077997,3.053724609,3.10819221,3.069185225,3.088782261,3.071774267,3.035596822,3.078155933,3.061167426,3.110427444,3.048081914,3.081726112,3.097911229,3.056300606,3.042167563,3.05959449,3.080163537,3.046420873,3.102711848,3.104795032,3.053302576,3.032879942,3.053099457,3.096833245,3.097408554,3.085203355,3.107014199,3.059917147,3.070766196,3.103352532,3.127577152,3.100811779,3.069564949,3.101247826,3.130363777,3.094165035,3.067145676,3.083201676,3.079660868
RIPPLY3,2.637876576,2.667516895,2.663528481,2.689757655,2.675270551,2.665226661,2.642126261,2.656068313,2.68155673,2.679224725,2.690075891,2.673604994,2.666248784,2.68932609,2.666308526,2.681381226,2.684709494,2.655026229,2.652029993,2.677966068,2.649868138,2.659310712,2.657332681,2.647578799,2.671594296,2.668171072,2.67725096,2.650490461,2.672786482,2.672906933,2.663351027,2.651062847,2.673533647,2.657707406,2.694643133,2.647878827,2.676274233,2.663779407,2.669687686,2.675214504,2.6561966,2.66178853,2.64732175,2.678018961,2.668614883,2.672320752,2.677528411,2.664118164,2.657405784,2.666130562,2.693463684,2.668555319,2.674926266,2.690075891,2.677847291,2.701804456,2.668041137,2.668555319,2.653122891,2.648214123,2.683416607,2.684575169,2.678018961,2.643519921,2.69702654,2.624077608,2.638347887,2.664171542,2.649693181,2.668746966,2.658590169,2.665193964,2.665087876,2.658790294,2.673792468,2.671050414,2.684344698,2.66880473,2.655837243,2.671050414
